,Unnamed: 0,y
0,1,1.44816735145
1,2,2.76728135917
2,3,2.62434225415
3,4,2.87557500042
4,5,3.33293781499
5,6,2.06208153881
6,8,2.84684587771
7,9,2.39729943985
8,10,2.97699374866
9,11,3.10184261167
10,12,1.38341438687
11,13,3.16416715603
12,14,3.01704615134
13,15,1.69675664659
14,16,2.56649199275
15,17,3.25598649148
16,18,2.36610819368
17,19,2.71278771495
18,20,2.78457221587
19,21,2.78979642596
20,22,2.23120006349
21,23,3.34687008704
22,24,2.45853460024
23,25,2.95761946632
24,26,2.47255713946
25,27,3.00471459334
26,28,2.27639186263
27,29,2.05119661394
28,30,2.94943282269
29,31,2.69672961218
30,32,1.79895320814
31,33,2.62998531584
32,34,2.8222374406
33,35,2.96869974073
34,36,2.5604197958
35,37,2.8653335966
36,38,2.78208527123
37,39,2.88952626259
38,40,3.56684048766
39,41,2.30188487536
40,42,2.8174252875
41,44,2.15517775268
42,45,2.12994523415
43,46,1.32950545696
44,48,3.04744864806
45,49,2.08186188908
46,50,3.23174183386
47,51,2.58179937121
48,52,2.04345359246
49,55,2.37406624728
50,56,3.26843801016
51,57,2.36206203625
52,58,2.8691391623
53,59,2.63894580296
54,60,3.07574942271
55,61,3.41063767896
56,62,1.99739234794
57,63,1.86363686495
58,65,3.82574013915
59,66,1.95448158935
60,67,2.42415599225
61,68,3.52247560506
62,69,2.67343496016
63,70,2.72242428977
64,71,2.74825292569
65,72,2.6929832999
66,73,2.08347551785
67,74,3.73439891315
68,75,2.25671482767
69,76,3.21236745152
70,77,3.00534131972
71,78,3.77872699629
72,79,2.43186706424
73,80,1.69641903529
74,81,2.33516226738
75,82,3.22954073041
76,83,1.60099678735
77,84,2.67707726077
78,85,2.41569300841
79,86,2.02596031061
80,87,2.61087286877
81,88,2.77264787385
82,89,2.74990725144
83,90,2.41692662815
84,91,2.2841447082
85,92,3.08738967266
86,93,2.88263613102
87,94,3.56220246886
88,95,2.3917521516
89,96,3.40107026826
90,97,3.6570639868
91,98,3.31595221153
92,99,2.67190078272
93,100,1.86578438123
94,101,1.67978217935
95,102,3.51333213954
96,104,2.86501048014
97,105,2.66459367896
98,106,2.82435418234
99,108,2.2501115502
100,110,3.26182071658
101,111,3.0428351732
102,112,3.45870728238
103,113,2.45350681996
104,114,3.38937932253
105,115,1.72844885456
106,116,3.18507501914
107,117,2.5528606508
108,118,2.50897854921
109,119,3.01324690228
110,120,2.52167733065
111,121,3.06396133846
112,122,2.29777425067
113,123,1.7666038997
114,124,3.07350340636
115,125,3.21553723163
116,126,1.87916082025
117,127,3.26174374043
118,129,2.3786554298
119,130,1.62642662978
120,131,3.34632048467
121,132,3.14808691497
122,133,2.87638363486
123,134,2.37979159203
124,135,2.28043958862
125,137,2.29233355074
126,138,3.49482885025
127,139,3.12667095302
128,140,2.04273794412
129,141,2.5364366322
130,142,2.41637547865
131,143,2.05195216815
132,144,3.48151368103
133,145,3.2988028231
134,146,2.51145468287
135,147,1.94920512545
136,148,2.17250015168
137,149,3.49820218865
138,150,3.06049797936
139,151,2.03846904518
140,152,2.82408093991
141,153,1.8612649818
142,154,2.94278958054
143,155,2.77253640186
144,156,3.87758464775
145,157,2.41431277266
146,158,3.25074958231
147,159,2.59492684881
148,163,2.64331155605
149,164,3.62533403816
150,165,2.56802291882
151,166,3.70717383776
152,167,3.30440273975
153,168,3.99360859266
154,169,2.69344316342
155,170,3.3711027734
156,171,2.75562371861
157,172,3.11060531105
158,173,3.22368529074
159,174,2.62987639719
160,175,3.57444883871
161,176,2.29043452282
162,177,3.12146287576
163,178,2.68784121283
164,179,2.61735186135
165,180,2.20849180408
